,model,dropout,activation,epochs,weights,criterion,optimizer,learning_rate,L1_norm,L2_norm,VBS_test,SBS_test,Accuracy_test,Score_test,Gap_test,VBS_train,SBS_train,Accuracy_train,Score_train,Gap_train
MLP_modelID_5_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.586,5119.812895089884,-0.0041975165260572,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.4534,17977.7926884894,-4.027891932318037,1936.8916563799808,4801.996742251442,0.986,2138.445997584865,0.929652024912176
MLP_modelID_5_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.5141,14787.673080225384,-3.029596192261761,1936.8916563799808,4801.996742251442,0.9216,3717.595387092446,0.3784857178560208
MLP_modelID_6_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.5508,12294.015749932923,-2.24924692775699,1936.8916563799808,4801.996742251442,0.9947,2049.386439688716,0.9607362452904522
MLP_modelID_6_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.4526,17348.396740005366,-3.830932767353621,1936.8916563799808,4801.996742251442,0.9987,1951.2424238561653,0.9949911898356012
MLP_modelID_6_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5105.650236114838,0.0002344558946734,1936.8916563799808,4801.996742251442,0.623,4294.525409902052,0.1771213680265536
MLP_modelID_6_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.4537,18140.78766836597,-4.078898544621798,1936.8916563799808,4801.996742251442,0.9953,1951.4883060512543,0.9949053702276914
MLP_modelID_7_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5873,4801.996606735543,4.729875346942691e-08
MLP_modelID_7_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.4577,17928.54780520526,-4.012481551755887,1936.8916563799808,4801.996742251442,0.9877,2125.669017845163,0.9341115401329992
MLP_modelID_7_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.498,14222.543243895896,-2.852748055682508,1936.8916563799808,4801.996742251442,0.9542,2248.9000020126123,0.8911005578220426
MLP_modelID_8_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.5436,12785.296672927288,-2.40298525509923,1936.8916563799808,4801.996742251442,0.9978,1991.16676573192,0.981056503086193
MLP_modelID_8_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.4559,17570.20133351221,-3.900342886099386,1936.8916563799808,4801.996742251442,0.9995,1937.3890500469608,0.9998263960126864
MLP_modelID_8_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.5865,5105.057724711564,0.0004198726446568,1936.8916563799808,4801.996742251442,0.6002,4748.737471487992,0.0185889414758588
MLP_modelID_8_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.0,1910.8337724711569,5106.399455325999,0.4451,17824.976356318755,-3.980070561288004,1936.8916563799808,4801.996742251442,0.9934,1958.9437105863408,0.9923032302322508
MLP_modelID_5_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.4604,17549.272624094447,-3.8937935888872985,1936.8916563799808,4801.996742251442,0.9863,2122.495137528512,0.935219311129708
MLP_modelID_5_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.553,12323.782299436543,-2.2585618824341323,1936.8916563799808,4801.996742251442,0.84,6946.099743727358,-0.7483505620959652
MLP_modelID_6_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5321,13481.360778105716,-2.620807128989358,1936.8916563799808,4801.996742251442,0.998,2003.0380363611969,0.9769131051048008
MLP_modelID_6_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.4529,17566.074070297826,-3.8990513265997553,1936.8916563799808,4801.996742251442,0.9991,1939.889023883,0.9989538368006816
MLP_modelID_6_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5873,5300.099581432788,-0.0606152854707533,1936.8916563799808,4801.996742251442,0.6915,4238.98439688716,0.1965066999254702
MLP_modelID_6_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.4591,18075.089825596995,-4.058339479564405,1936.8916563799808,4801.996742251442,0.9955,1957.7893579766533,0.9927061308502352
MLP_modelID_7_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5873,4801.325548101436,0.0002342651071739
MLP_modelID_7_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.4677,17445.264652535552,-3.861245995790737,1936.8916563799808,4801.996742251442,0.9886,2093.4102582852543,0.9453707290957304
MLP_modelID_7_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5052,13937.844437885698,-2.763656222102716,1936.8916563799808,4801.996742251442,0.9582,2220.870485710452,0.9008836252705562
MLP_modelID_8_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5283,13288.15450496378,-2.5603463867243668,1936.8916563799808,4801.996742251442,0.9977,2016.025160338119,0.9723802438003532
MLP_modelID_8_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.4516,17403.870445398446,-3.848292355889296,1936.8916563799808,4801.996742251442,0.9983,1944.6944666577217,0.997276605903142
MLP_modelID_8_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.6069,5107.795473571237,-0.0004368610705542,1936.8916563799808,4801.996742251442,0.6728,4652.4095807057565,0.0522100087299891
MLP_modelID_8_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.0001,1910.8337724711569,5106.399455325999,0.4583,16928.22204185672,-3.699445969756874,1936.8916563799808,4801.996742251442,0.9911,1983.2565181805985,0.9838173957286056
MLP_modelID_5_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4805.012462766672,-0.001052568902307
MLP_modelID_5_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.4674,17442.079651193988,-3.860249301728508,1936.8916563799808,4801.996742251442,0.9881,2112.660744666577,0.9386517830869952
MLP_modelID_5_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.5149,13954.626866112154,-2.7689080084504343,1936.8916563799808,4801.996742251442,0.9656,2221.2449657855896,0.9007529214869554
MLP_modelID_6_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.5296,13147.801676951973,-2.5164252654140333,1936.8916563799808,4801.996742251442,0.9981,1986.250970079163,0.9827722501549472
MLP_modelID_6_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.4559,17525.83087738127,-3.886457877767685,1936.8916563799808,4801.996742251442,0.9989,1942.860634643768,0.9979166634085356
MLP_modelID_6_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.6037,5303.401862087469,-0.0616486801752962,1936.8916563799808,4801.996742251442,0.7009,5063.282600966054,-0.0911959076136776
MLP_modelID_6_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.4494,18201.682409444595,-4.097954557585429,1936.8916563799808,4801.996742251442,0.9928,1962.7426472561383,0.990977297480768
MLP_modelID_7_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.4639,17116.098288167424,-3.7582387673259294,1936.8916563799808,4801.996742251442,0.9873,2112.563043740776,0.9386858833810064
MLP_modelID_7_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.5052,14150.997367856186,-2.830358944288686,1936.8916563799808,4801.996742251442,0.9661,2242.737838454314,0.8932513213625093
MLP_modelID_8_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.528,12979.106477059298,-2.4636348625136097,1936.8916563799808,4801.996742251442,0.9915,2180.753647524487,0.9148854984946104
MLP_modelID_8_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.4585,17754.03416152401,-3.957870362063381,1936.8916563799808,4801.996742251442,0.999,1943.3904273446933,0.9977317512726638
MLP_modelID_8_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.5879,5099.412339683391,0.0021865035289669,1936.8916563799808,4801.996742251442,0.6469,4223.34624781967,0.2019648414591284
MLP_modelID_8_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0_l2Norm_0.01,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.0,0.01,1910.8337724711569,5106.399455325999,0.4846,17000.924215186475,-3.722196925470232,1936.8916563799808,4801.996742251442,0.9912,1980.6116020394472,0.984740543767466
MLP_modelID_5_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4804.680012075674,-0.0009365345227525
MLP_modelID_5_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5592,9583.698838207674,-1.4010975918610322,1936.8916563799808,4801.996742251442,0.6657,6067.378314772575,-0.4416527612760319
MLP_modelID_5_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_6_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5173,14628.860332707272,-2.979898341151959,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_6_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5742,9265.60027367856,-1.3015538502831934,1936.8916563799808,4801.996742251442,0.7172,5478.84774251979,-0.2362395025599817
MLP_modelID_6_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.6093,5882.049887308827,-0.2427271128064814,1936.8916563799808,4801.996742251442,0.8454,4334.910396484636,0.163025903681552
MLP_modelID_6_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5873,4801.661079431103,0.0001171555005066
MLP_modelID_7_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5621,9278.009216528038,-1.3054370259337689,1936.8916563799808,4801.996742251442,0.6693,5699.850414598149,-0.3133754767928913
MLP_modelID_7_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_8_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5213,14464.467751542796,-2.928454372390344,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_8_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5605,9787.788865038909,-1.4649642267814895,1936.8916563799808,4801.996742251442,0.7184,5491.210381054609,-0.2405544013732163
