,model,dropout,activation,epochs,weights,criterion,optimizer,learning_rate,L1_norm,L2_norm,VBS_test,SBS_test,Accuracy_test,Score_test,Gap_test,VBS_train,SBS_train,Accuracy_train,Score_train,Gap_train
MLP_modelID_8_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.6002,5165.528677220284,-0.0185035226193381,1936.8916563799808,4801.996742251442,0.6619,4172.329044009124,0.2197712402757456
MLP_modelID_8_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5474,9632.14957606654,-1.416259457604809,1936.8916563799808,4801.996742251442,0.659,5845.6120535354885,-0.364250273552049
MLP_modelID_5_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_6_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5181,14996.621808425003,-3.0949832782855884,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_6_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5629,11167.99491548162,-1.8968771296668625,1936.8916563799808,4801.996742251442,0.7669,5786.862068965517,-0.343744922854903
MLP_modelID_6_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.6112,6000.688374027368,-0.2798530862624711,1936.8916563799808,4801.996742251442,0.8578,3950.039264725614,0.2973564501096453
MLP_modelID_6_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5873,4801.996644975178,3.395207526235566e-08
MLP_modelID_7_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5551,9106.045009390931,-1.2516236406981762,1936.8916563799808,4801.996742251442,0.646,5869.438596538306,-0.3725663884199861
MLP_modelID_7_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_8_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5144,14911.70412396029,-3.0684096782121104,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_8_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5525,12076.559495572848,-2.181197550607025,1936.8916563799808,4801.996742251442,0.8071,5293.986807325909,-0.1717179825272696
MLP_modelID_8_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5804,5735.513616850013,-0.1968709843454001,1936.8916563799808,4801.996742251442,0.7064,3259.523434187576,0.5383653519970986
MLP_modelID_8_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5519,10002.650319291655,-1.532201603689605,1936.8916563799808,4801.996742251442,0.6572,6074.612689520998,-0.4441777558335082
MLP_modelID_5_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_6_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5294,14784.61172524819,-3.028638191306369,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_6_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5559,11799.04064663268,-2.094352567125966,1936.8916563799808,4801.996742251442,0.7728,5857.499529719576,-0.3683993277150907
MLP_modelID_6_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5951,5401.448518916019,-0.0923307773559609,1936.8916563799808,4801.996742251442,0.7339,3105.754232523816,0.5920350070551395
MLP_modelID_6_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5514,9993.072114301043,-1.5292042611402086,1936.8916563799808,4801.996742251442,0.6647,6048.351206225681,-0.4350117802381212
MLP_modelID_7_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_8_weights_normal_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5208,14724.34175207942,-3.0097776892387262,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_8_weights_normal_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5584,11018.660303192915,-1.850145305911861,1936.8916563799808,4801.996742251442,0.7476,5756.100715819133,-0.3330083696659551
MLP_modelID_8_weights_balanced_optimizer_SGD_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5935,5077.8282210893485,0.0089409003200727,1936.8916563799808,4801.996742251442,0.618,4690.462641218301,0.0389284503326399
MLP_modelID_8_weights_balanced_optimizer_Adam_learningrate_0.01_l1Norm_0.001_l2Norm_0.01,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.01,0.001,0.01,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_normal_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5704,11254.53714247384,-1.9239591037463013,1936.8916563799808,4801.996742251442,0.7586,6075.05491412854,-0.4443321043108896
MLP_modelID_5_weights_normal_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_6_weights_normal_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5025,15287.479066273145,-3.1860022986138743,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_6_weights_normal_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5286,13438.413640998122,-2.6073675250600696,1936.8916563799808,4801.996742251442,0.798,4968.259059439151,-0.0580300939074067
MLP_modelID_6_weights_balanced_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5616,6982.203954923532,-0.5870023294034543,1936.8916563799808,4801.996742251442,0.6848,8302.942260163692,-1.221925693118998
MLP_modelID_6_weights_balanced_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_normal_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_normal_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.4564,17241.704601556212,-3.79754520814256,1936.8916563799808,4801.996742251442,0.9207,3175.9846390715147,0.5675226752408467
MLP_modelID_7_weights_balanced_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_8_weights_normal_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.4924,15916.002460423932,-3.3826884119749625,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_8_weights_normal_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5291,12917.423517574458,-2.444332189495249,1936.8916563799808,4801.996742251442,0.8213,4173.6124459949015,0.2193232978976088
MLP_modelID_8_weights_balanced_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5498,11065.175320633218,-1.8647014196196363,1936.8916563799808,4801.996742251442,0.9453,2271.7433127599625,0.8831276178904511
MLP_modelID_8_weights_balanced_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0,Very_Large_Leaky,No,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.1,0.0,0.0,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_normal_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5787,10458.994156157769,-1.6750069415096132,1936.8916563799808,4801.996742251442,0.7539,5881.859294243927,-0.3769015514710276
MLP_modelID_5_weights_normal_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5176,13215.037590555408,-2.5374656445757497,1936.8916563799808,4801.996742251442,0.7695,5264.743396618811,-0.1615112327465009
MLP_modelID_5_weights_balanced_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_5_weights_balanced_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout,Yes,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_6_weights_normal_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,SGD,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.4999,15871.82103836866,-3.368862558764584,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_6_weights_normal_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large,No,ReLU,200.0,normal,CrossEntropyLoss,Adam,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5361,12587.52546015562,-2.3410959896609485,1936.8916563799808,4801.996742251442,0.7779,5082.925207969945,-0.0980517144393171
MLP_modelID_6_weights_balanced_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5508,11346.007072712637,-1.9525831219379977,1936.8916563799808,4801.996742251442,0.9599,2258.601771769757,0.8877143749539214
MLP_modelID_6_weights_balanced_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large,No,ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_normal_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5728,11231.787437617388,-1.9168399558037288,1936.8916563799808,4801.996742251442,0.7753,5768.130579632362,-0.3372071210041001
MLP_modelID_7_weights_normal_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,SGD,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_7_weights_balanced_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Dropout_Leaky,Yes,Leaky ReLU,200.0,balanced,CrossEntropyLoss,Adam,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5863,5106.399455325999,0.0,1936.8916563799808,4801.996742251442,0.5872,4801.996742251442,0.0
MLP_modelID_8_weights_normal_optimizer_SGD_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,SGD,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.509,15070.591808425008,-3.118130979613361,1936.8916563799808,4801.996742251442,1.0,1936.8916563799808,1.0
MLP_modelID_8_weights_normal_optimizer_Adam_learningrate_0.1_l1Norm_0_l2Norm_0.0001,Very_Large_Leaky,No,Leaky ReLU,200.0,normal,CrossEntropyLoss,Adam,0.1,0.0,0.0001,1910.8337724711569,5106.399455325999,0.5023,15250.962798497449,-3.17457513003098,1936.8916563799808,4801.996742251442,0.9104,2978.176245136187,0.636563212326474
