,max_depth,learning_rate,n_estimators,min_child_weight,subsample,Seed,VBS_test,SBS_test,Accuracy_test,Score_test,Gap_test,VBS_train,SBS_train,Accuracy_train,Score_train,Gap_train
XGB_depth_2_lr_0.01_estimators_100_childweight_0.5_subsample_0.8_seed_1,2.0,0.01,100.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6756,2964.834083713442,0.6701678463699527,1936.8916563799808,4801.996742251442,0.6614,3001.8613658929294,0.6282964576885587
XGB_depth_2_lr_0.01_estimators_100_childweight_2_subsample_0.8_seed_1,2.0,0.01,100.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6756,2964.834083713442,0.6701678463699527,1936.8916563799808,4801.996742251442,0.6615,3004.4848329531733,0.6273807959653008
XGB_depth_3_lr_0.01_estimators_50_childweight_1_subsample_0.7_seed_1,3.0,0.01,50.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6772,2964.948878454521,0.6701319232338098,1936.8916563799808,4801.996742251442,0.6624,3008.026106936804,0.6261447945351636
XGB_depth_3_lr_0.001_estimators_200_childweight_2_subsample_0.8_seed_1,3.0,0.001,200.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6764,2965.7879581432785,0.6698693469728181,1936.8916563799808,4801.996742251442,0.6617,3011.540003354354,0.6249183486240246
XGB_depth_3_lr_0.001_estimators_200_childweight_1_subsample_0.8_seed_1,3.0,0.001,200.0,1.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6764,2965.7879581432785,0.6698693469728181,1936.8916563799808,4801.996742251442,0.6619,3011.1132174963104,0.6250673085557732
XGB_depth_3_lr_0.001_estimators_200_childweight_0.5_subsample_0.8_seed_1,3.0,0.001,200.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6764,2965.7879581432785,0.6698693469728181,1936.8916563799808,4801.996742251442,0.6618,3011.1377123306056,0.6250587591889748
XGB_depth_3_lr_0.001_estimators_200_childweight_2_subsample_0.9_seed_1,3.0,0.001,200.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6788,2965.934381540113,0.669823526166311,1936.8916563799808,4801.996742251442,0.6636,3007.548894404937,0.6263113547546193
XGB_depth_3_lr_0.001_estimators_200_childweight_1_subsample_0.9_seed_1,3.0,0.001,200.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6788,2965.934381540113,0.669823526166311,1936.8916563799808,4801.996742251442,0.6636,3007.8711854286867,0.6261988663766751
XGB_depth_3_lr_0.001_estimators_200_childweight_0.5_subsample_0.9_seed_1,3.0,0.001,200.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6788,2965.934381540113,0.669823526166311,1936.8916563799808,4801.996742251442,0.6635,3007.968558298672,0.626164880583112
XGB_depth_3_lr_0.01_estimators_50_childweight_0.5_subsample_0.7_seed_1,3.0,0.01,50.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.677,2966.2918889187017,0.6697116500811138,1936.8916563799808,4801.996742251442,0.6624,3007.7091822085067,0.6262554099292934
XGB_depth_3_lr_0.01_estimators_50_childweight_2_subsample_0.6_seed_1,3.0,0.01,50.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6772,2966.5705151596453,0.6696244585574225,1936.8916563799808,4801.996742251442,0.662,3005.162116597344,0.6271444054581917
XGB_depth_3_lr_0.01_estimators_50_childweight_1_subsample_0.6_seed_1,3.0,0.01,50.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6772,2966.5705151596453,0.6696244585574225,1936.8916563799808,4801.996742251442,0.6619,3005.2827800885552,0.6271022906011112
XGB_depth_3_lr_0.01_estimators_50_childweight_0.5_subsample_0.6_seed_1,3.0,0.01,50.0,0.5,0.6,1.0,1910.8337724711569,5106.399455325999,0.6772,2966.5705151596453,0.6696244585574225,1936.8916563799808,4801.996742251442,0.6619,3005.716233060512,0.6269510036643444
XGB_depth_3_lr_0.01_estimators_50_childweight_2_subsample_0.7_seed_1,3.0,0.01,50.0,2.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.677,2967.4856211430106,0.6693380911113471,1936.8916563799808,4801.996742251442,0.6625,3007.3789648463708,0.6263706648160214
XGB_depth_2_lr_0.01_estimators_50_childweight_0.5_subsample_0.8_seed_1,2.0,0.01,50.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6743,2969.405014757177,0.6687374482816706,1936.8916563799808,4801.996742251442,0.6609,2998.452021333691,0.6294864121429522
XGB_depth_2_lr_0.001_estimators_50_childweight_1_subsample_0.7_seed_1,2.0,0.001,50.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6743,2970.769873893212,0.6683103379445691,1936.8916563799808,4801.996742251442,0.6599,2996.654700120757,0.6301137263806733
XGB_depth_2_lr_0.001_estimators_50_childweight_0.5_subsample_0.7_seed_1,2.0,0.001,50.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.6743,2970.769873893212,0.6683103379445691,1936.8916563799808,4801.996742251442,0.6599,2996.654700120757,0.6301137263806733
XGB_depth_2_lr_0.001_estimators_50_childweight_1_subsample_0.8_seed_1,2.0,0.001,50.0,1.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6745,2971.040877381272,0.6682255318366821,1936.8916563799808,4801.996742251442,0.66,2989.5461820743326,0.6325947935085348
XGB_depth_2_lr_0.001_estimators_50_childweight_0.5_subsample_0.8_seed_1,2.0,0.001,50.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6745,2971.040877381272,0.6682255318366821,1936.8916563799808,4801.996742251442,0.66,2989.5461820743326,0.6325947935085348
XGB_depth_2_lr_0.001_estimators_50_childweight_2_subsample_0.8_seed_1,2.0,0.001,50.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6745,2971.040877381272,0.6682255318366821,1936.8916563799808,4801.996742251442,0.66,2989.5461820743326,0.6325947935085348
XGB_depth_3_lr_0.001_estimators_100_childweight_0.5_subsample_0.6_seed_1,3.0,0.001,100.0,0.5,0.6,1.0,1910.8337724711569,5106.399455325999,0.6761,2971.981419372149,0.6679312046081969,1936.8916563799808,4801.996742251442,0.6615,3001.9165523950087,0.6282771960906678
XGB_depth_3_lr_0.001_estimators_100_childweight_1_subsample_0.6_seed_1,3.0,0.001,100.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6761,2971.981419372149,0.6679312046081969,1936.8916563799808,4801.996742251442,0.6615,3001.591707366161,0.6283905758862115
XGB_depth_3_lr_0.001_estimators_200_childweight_0.5_subsample_0.7_seed_1,3.0,0.001,200.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.6761,2971.981419372149,0.6679312046081969,1936.8916563799808,4801.996742251442,0.6617,3010.0729504897363,0.6254303901794469
XGB_depth_3_lr_0.001_estimators_200_childweight_1_subsample_0.7_seed_1,3.0,0.001,200.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6761,2971.981419372149,0.6679312046081969,1936.8916563799808,4801.996742251442,0.6617,3010.0729504897363,0.6254303901794469
XGB_depth_3_lr_0.001_estimators_200_childweight_2_subsample_0.7_seed_1,3.0,0.001,200.0,2.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6761,2971.981419372149,0.6679312046081969,1936.8916563799808,4801.996742251442,0.6618,3010.070509861801,0.6254312420253173
XGB_depth_3_lr_0.001_estimators_100_childweight_2_subsample_0.6_seed_1,3.0,0.001,100.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6761,2971.981419372149,0.6679312046081969,1936.8916563799808,4801.996742251442,0.6615,3004.61061049242,0.6273368961656507
XGB_depth_3_lr_0.01_estimators_100_childweight_2_subsample_0.8_seed_1,3.0,0.01,100.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6788,2972.112015025489,0.6678903368350696,1936.8916563799808,4801.996742251442,0.6642,3013.657381591306,0.6241793257353379
XGB_depth_2_lr_0.001_estimators_100_childweight_0.5_subsample_0.8_seed_1,2.0,0.001,100.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6737,2972.9628360611755,0.6676240863116486,1936.8916563799808,4801.996742251442,0.6597,2995.709849054072,0.6304435052328851
XGB_depth_2_lr_0.001_estimators_100_childweight_2_subsample_0.9_seed_1,2.0,0.001,100.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6735,2973.245339415079,0.6675356815088873,1936.8916563799808,4801.996742251442,0.6596,3001.8575412585533,0.6282977925905122
XGB_depth_2_lr_0.001_estimators_100_childweight_0.5_subsample_0.9_seed_1,2.0,0.001,100.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6735,2973.245339415079,0.6675356815088873,1936.8916563799808,4801.996742251442,0.6596,3001.586669797397,0.6283923341354252
XGB_depth_2_lr_0.001_estimators_100_childweight_1_subsample_0.9_seed_1,2.0,0.001,100.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6735,2973.245339415079,0.6675356815088873,1936.8916563799808,4801.996742251442,0.6596,3001.8575412585533,0.6282977925905122
XGB_depth_3_lr_0.01_estimators_100_childweight_1_subsample_0.6_seed_1,3.0,0.01,100.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6783,2974.5886986852693,0.6671152992030571,1936.8916563799808,4801.996742251442,0.6631,3010.1931832819,0.6253884256481088
XGB_depth_2_lr_0.001_estimators_200_childweight_0.5_subsample_0.9_seed_1,2.0,0.001,200.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6732,2975.775768714784,0.6667438250581559,1936.8916563799808,4801.996742251442,0.6597,3001.774851066685,0.6283266537280237
XGB_depth_2_lr_0.001_estimators_200_childweight_2_subsample_0.9_seed_1,2.0,0.001,200.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6732,2975.775768714784,0.6667438250581559,1936.8916563799808,4801.996742251442,0.6597,3001.774851066685,0.6283266537280237
XGB_depth_2_lr_0.001_estimators_200_childweight_1_subsample_0.9_seed_1,2.0,0.001,200.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6732,2975.775768714784,0.6667438250581559,1936.8916563799808,4801.996742251442,0.6597,3001.774851066685,0.6283266537280237
XGB_depth_2_lr_0.01_estimators_100_childweight_0.5_subsample_0.7_seed_1,2.0,0.01,100.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.6753,2978.869627045881,0.6657756527099246,1936.8916563799808,4801.996742251442,0.6611,3005.7035972091776,0.6269554139218936
XGB_depth_2_lr_0.01_estimators_100_childweight_1_subsample_0.7_seed_1,2.0,0.01,100.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6753,2978.869627045881,0.6657756527099246,1936.8916563799808,4801.996742251442,0.6611,3005.7035972091776,0.6269554139218936
XGB_depth_2_lr_0.01_estimators_100_childweight_2_subsample_0.7_seed_1,2.0,0.01,100.0,2.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6751,2979.018006439496,0.6657292198062259,1936.8916563799808,4801.996742251442,0.6611,3005.7035972091776,0.6269554139218936
XGB_depth_3_lr_0.01_estimators_200_childweight_0.5_subsample_0.6_seed_1,3.0,0.01,200.0,0.5,0.6,1.0,1910.8337724711569,5106.399455325999,0.6796,2980.1738717467138,0.6653675106686482,1936.8916563799808,4801.996742251442,0.6725,3003.8892788139,0.6275886606409143
XGB_depth_3_lr_0.01_estimators_100_childweight_1_subsample_0.8_seed_1,3.0,0.01,100.0,1.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6786,2986.517327609337,0.663382429937353,1936.8916563799808,4801.996742251442,0.6645,3010.559011807325,0.6252607414918696
XGB_depth_3_lr_0.01_estimators_100_childweight_0.5_subsample_0.8_seed_1,3.0,0.01,100.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6786,2986.650469546552,0.6633407653463452,1936.8916563799808,4801.996742251442,0.6646,3010.321593318128,0.625343607035046
XGB_depth_3_lr_0.01_estimators_100_childweight_2_subsample_0.9_seed_1,3.0,0.01,100.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6783,2988.268631607191,0.6628343880031033,1936.8916563799808,4801.996742251442,0.6641,3014.6709110425327,0.6238255762494205
XGB_depth_3_lr_0.01_estimators_100_childweight_0.5_subsample_0.9_seed_1,3.0,0.01,100.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6786,2989.2097290045613,0.6625398869692426,1936.8916563799808,4801.996742251442,0.6644,3017.639237219911,0.62278954926667
XGB_depth_3_lr_0.01_estimators_100_childweight_1_subsample_0.9_seed_1,3.0,0.01,100.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.678,2990.7889267507376,0.6620457028707435,1936.8916563799808,4801.996742251442,0.6642,3011.0265282436603,0.6250975654748223
XGB_depth_3_lr_0.01_estimators_200_childweight_1_subsample_0.7_seed_1,3.0,0.01,200.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.681,2993.4363268044003,0.6612172423362388,1936.8916563799808,4801.996742251442,0.6743,2995.3112075674226,0.6305826420096181
XGB_depth_3_lr_0.01_estimators_200_childweight_1_subsample_0.6_seed_1,3.0,0.01,200.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6794,3002.9796592433595,0.6582308125813563,1936.8916563799808,4801.996742251442,0.6727,3006.922724406279,0.6265299052021216
XGB_depth_3_lr_0.01_estimators_200_childweight_0.5_subsample_0.7_seed_1,3.0,0.01,200.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.681,3004.1307432251137,0.6578705996813585,1936.8916563799808,4801.996742251442,0.6741,2998.522142761304,0.6294619378477653
XGB_depth_2_lr_0.01_estimators_100_childweight_2_subsample_0.6_seed_1,2.0,0.01,100.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6748,3005.7871263751003,0.6573522616735143,1936.8916563799808,4801.996742251442,0.6609,3015.412162887428,0.6235668590915225
XGB_depth_3_lr_0.01_estimators_200_childweight_2_subsample_0.6_seed_1,3.0,0.01,200.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6786,3006.5946579017973,0.6570995578937017,1936.8916563799808,4801.996742251442,0.6725,3007.204429759828,0.6264315823325912
XGB_depth_3_lr_0.01_estimators_200_childweight_2_subsample_0.7_seed_1,3.0,0.01,200.0,2.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6807,3006.808041320097,0.657032783043964,1936.8916563799808,4801.996742251442,0.6736,3002.5138668992354,0.6280687169995613
XGB_depth_2_lr_0.01_estimators_100_childweight_0.5_subsample_0.6_seed_1,2.0,0.01,100.0,0.5,0.6,1.0,1910.8337724711569,5106.399455325999,0.6745,3007.129178964314,0.656932288272118,1936.8916563799808,4801.996742251442,0.661,3009.030868106803,0.6257941054190981
XGB_depth_2_lr_0.01_estimators_100_childweight_1_subsample_0.6_seed_1,2.0,0.01,100.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6745,3007.129178964314,0.656932288272118,1936.8916563799808,4801.996742251442,0.661,3009.030868106803,0.6257941054190981
XGB_depth_4_lr_0.01_estimators_100_childweight_2_subsample_0.6_seed_1,4.0,0.01,100.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6931,3025.1031580359536,0.6513076255815418,1936.8916563799808,4801.996742251442,0.6806,3006.1911277337986,0.6267852524408977
XGB_depth_2_lr_0.01_estimators_100_childweight_0.5_subsample_0.9_seed_1,2.0,0.01,100.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6751,3028.953337805205,0.6501027748128942,1936.8916563799808,4801.996742251442,0.6607,3047.6741781832816,0.6123065337879428
XGB_depth_2_lr_0.01_estimators_100_childweight_2_subsample_0.9_seed_1,2.0,0.01,100.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6751,3028.953337805205,0.6501027748128942,1936.8916563799808,4801.996742251442,0.6607,3047.6741781832816,0.6123065337879428
XGB_depth_2_lr_0.01_estimators_100_childweight_1_subsample_0.9_seed_1,2.0,0.01,100.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6751,3028.953337805205,0.6501027748128942,1936.8916563799808,4801.996742251442,0.6607,3047.6741781832816,0.6123065337879428
XGB_depth_2_lr_0.01_estimators_200_childweight_0.5_subsample_0.6_seed_1,2.0,0.01,200.0,0.5,0.6,1.0,1910.8337724711569,5106.399455325999,0.6737,3031.848223772471,0.649196867610674,1936.8916563799808,4801.996742251442,0.6623,3041.1377431906617,0.614587928290662
XGB_depth_2_lr_0.01_estimators_200_childweight_2_subsample_0.6_seed_1,2.0,0.01,200.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6737,3031.848738932117,0.6491967063998909,1936.8916563799808,4801.996742251442,0.6624,3043.475546759694,0.6137719709351845
XGB_depth_2_lr_0.01_estimators_200_childweight_1_subsample_0.6_seed_1,2.0,0.01,200.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6735,3033.1904614971827,0.6487768362741525,1936.8916563799808,4801.996742251442,0.6624,3040.4665047631825,0.6148222088518844
XGB_depth_2_lr_0.01_estimators_200_childweight_0.5_subsample_0.7_seed_1,2.0,0.01,200.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.6753,3037.131328145962,0.6475436065302222,1936.8916563799808,4801.996742251442,0.6636,3040.756565812425,0.6147209696161325
XGB_depth_2_lr_0.01_estimators_200_childweight_1_subsample_0.7_seed_1,2.0,0.01,200.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6753,3037.131328145962,0.6475436065302222,1936.8916563799808,4801.996742251442,0.6637,3040.834050717832,0.614693925265896
XGB_depth_2_lr_0.01_estimators_200_childweight_2_subsample_0.7_seed_1,2.0,0.01,200.0,2.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6751,3038.473158035954,0.6471237028189041,1936.8916563799808,4801.996742251442,0.6634,3041.3702958540184,0.6145067610537241
XGB_depth_3_lr_0.01_estimators_200_childweight_0.5_subsample_0.8_seed_1,3.0,0.01,200.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6812,3042.460713710759,0.645875862508126,1936.8916563799808,4801.996742251442,0.6736,3008.975701059976,0.6258133602265743
XGB_depth_4_lr_0.01_estimators_100_childweight_1_subsample_0.7_seed_1,4.0,0.01,100.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6925,3053.291642071371,0.6424865006750324,1936.8916563799808,4801.996742251442,0.6808,2985.637752582853,0.6339589422480532
XGB_depth_3_lr_0.01_estimators_200_childweight_1_subsample_0.8_seed_1,3.0,0.01,200.0,1.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6812,3057.1677622752886,0.6412735322717497,1936.8916563799808,4801.996742251442,0.6737,3005.4360888232927,0.6270487816615986
XGB_depth_4_lr_0.01_estimators_100_childweight_0.5_subsample_0.7_seed_1,4.0,0.01,100.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.6914,3058.095350147572,0.640983258822745,1936.8916563799808,4801.996742251442,0.6813,2982.200876157252,0.6351585060764618
XGB_depth_3_lr_0.01_estimators_200_childweight_2_subsample_0.8_seed_1,3.0,0.01,200.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6804,3059.20035685538,0.6406374650517903,1936.8916563799808,4801.996742251442,0.6738,3006.91594257346,0.6265322722471743
XGB_depth_2_lr_0.01_estimators_200_childweight_2_subsample_0.8_seed_1,2.0,0.01,200.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6753,3062.960525892139,0.6394607816692726,1936.8916563799808,4801.996742251442,0.6637,3047.899976519522,0.6122277239958154
XGB_depth_2_lr_0.01_estimators_200_childweight_1_subsample_0.9_seed_1,2.0,0.01,200.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6753,3063.342009659242,0.6393414025655506,1936.8916563799808,4801.996742251442,0.6644,3063.887143432175,0.6066477656928934
XGB_depth_2_lr_0.01_estimators_200_childweight_2_subsample_0.9_seed_1,2.0,0.01,200.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6753,3063.342009659242,0.6393414025655506,1936.8916563799808,4801.996742251442,0.6644,3063.887143432175,0.6066477656928934
XGB_depth_2_lr_0.01_estimators_200_childweight_0.5_subsample_0.9_seed_1,2.0,0.01,200.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6753,3063.342009659242,0.6393414025655506,1936.8916563799808,4801.996742251442,0.6644,3067.23361599356,0.6054797552845188
XGB_depth_4_lr_0.01_estimators_100_childweight_1_subsample_0.6_seed_1,4.0,0.01,100.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6928,3065.0263536356315,0.6388143146745315,1936.8916563799808,4801.996742251442,0.6811,3026.065583657588,0.6198485240040263
